Length X =  3868
Length Y1 =  1934
Length Y2 =  1934


Generating results for  3868  crossvalidations...
SVM Sensitivity: 0.9409632314862766  Specificity: 0.9958527734577501
Working for  8941  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9356376948663656
SVM Sensitivity: 0.9394096323148627  Specificity: 0.9948159668221876
Working for  8811  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9360767879075488
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9942975635044065
Working for  8681  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9350919436974461
SVM Sensitivity: 0.9394096323148627  Specificity: 0.9942975635044065
Working for  8551  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9355842532733802
SVM Sensitivity: 0.939927498705334  Specificity: 0.9942975635044065
Working for  8421  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9350919436974461
SVM Sensitivity: 0.9394096323148627  Specificity: 0.9942975635044065
Working for  8291  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9355842532733802
SVM Sensitivity: 0.939927498705334  Specificity: 0.9942975635044065
Working for  8161  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.935039039463322
SVM Sensitivity: 0.939927498705334  Specificity: 0.9937791601866252
Working for  8031  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9356376948663656
SVM Sensitivity: 0.9394096323148627  Specificity: 0.9948159668221876
Working for  7901  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9361297502603851
SVM Sensitivity: 0.939927498705334  Specificity: 0.9948159668221876
Working for  7771  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9366220306360341
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9948159668221876
Working for  7641  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9366220306360341
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9948159668221876
Working for  7511  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9355318281513855
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9937791601866252
Working for  7381  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9361837299053675
SVM Sensitivity: 0.9394096323148627  Specificity: 0.995334370139969
Working for  7251  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9352008011808342
SVM Sensitivity: 0.9383738995339203  Specificity: 0.995334370139969
Working for  7121  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9361837299053675
SVM Sensitivity: 0.9394096323148627  Specificity: 0.995334370139969
Working for  6991  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9366755309115188
SVM Sensitivity: 0.939927498705334  Specificity: 0.995334370139969
Working for  6861  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9366220306360341
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9948159668221876
Working for  6731  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9355318281513855
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9937791601866252
Working for  6601  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.935039039463322
SVM Sensitivity: 0.939927498705334  Specificity: 0.9937791601866252
Working for  6471  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.934442755613933
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9927423535510628
Working for  6341  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9354804189933255
SVM Sensitivity: 0.9409632314862766  Specificity: 0.993260756868844
Working for  6211  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9339494594291641
SVM Sensitivity: 0.939927498705334  Specificity: 0.9927423535510628
Working for  6081  SVM features......
SVM Accuracy: 0.9658031088082901  MCC: 0.9328610062758116
SVM Sensitivity: 0.939927498705334  Specificity: 0.9917055469155003
Working for  5951  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9338986418635117
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9922239502332815
Working for  5821  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9344941083437982
SVM Sensitivity: 0.939927498705334  Specificity: 0.993260756868844
Working for  5691  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9338986418635117
SVM Sensitivity: 0.9404453650958052  Specificity: 0.9922239502332815
Working for  5561  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9340012910190952
SVM Sensitivity: 0.9394096323148627  Specificity: 0.993260756868844
Working for  5431  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9335086985480724
SVM Sensitivity: 0.9388917659243915  Specificity: 0.993260756868844
Working for  5301  SVM features......
SVM Accuracy: 0.9655440414507772  MCC: 0.9324709211854184
SVM Sensitivity: 0.9383738995339203  Specificity: 0.9927423535510628
Working for  5171  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9339494594291641
SVM Sensitivity: 0.939927498705334  Specificity: 0.9927423535510628
Working for  5041  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9334563885362109
SVM Sensitivity: 0.9394096323148627  Specificity: 0.9927423535510628
Working for  4911  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9345998588212125
SVM Sensitivity: 0.9388917659243915  Specificity: 0.9942975635044065
Working for  4781  SVM features......
SVM Accuracy: 0.9658031088082901  MCC: 0.9330701324772631
SVM Sensitivity: 0.937856033143449  Specificity: 0.9937791601866252
Working for  4651  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.933616361736138
SVM Sensitivity: 0.937856033143449  Specificity: 0.9942975635044065
Working for  4521  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9336717159543185
SVM Sensitivity: 0.9373381667529778  Specificity: 0.9948159668221876
Working for  4391  SVM features......
SVM Accuracy: 0.9658031088082901  MCC: 0.933180780108477
SVM Sensitivity: 0.9368203003625065  Specificity: 0.9948159668221876
Working for  4261  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9337280859666708
SVM Sensitivity: 0.9368203003625065  Specificity: 0.995334370139969
Working for  4131  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9343336038387012
SVM Sensitivity: 0.9363024339720352  Specificity: 0.9963711767755313
Working for  4001  SVM features......
SVM Accuracy: 0.9655440414507772  MCC: 0.9329254565919007
SVM Sensitivity: 0.9342309684101502  Specificity: 0.9968895800933126
Working for  3871  SVM features......
SVM Accuracy: 0.9658031088082901  MCC: 0.9335371130438208
SVM Sensitivity: 0.9337131020196789  Specificity: 0.997926386728875
Working for  3741  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9340876690094758
SVM Sensitivity: 0.9337131020196789  Specificity: 0.9984447900466563
Working for  3611  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9351896504493131
SVM Sensitivity: 0.9337131020196789  Specificity: 0.9994815966822188
Working for  3481  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9352542384500309
SVM Sensitivity: 0.9331952356292077  Specificity: 1.0
Working for  3351  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9347025564977252
SVM Sensitivity: 0.9331952356292077  Specificity: 0.9994815966822188
Working for  3221  SVM features......
SVM Accuracy: 0.9624352331606217  MCC: 0.9269457893725594
SVM Sensitivity: 0.9290523045054376  Specificity: 0.9958527734577501
Working for  3091  SVM features......
SVM Accuracy: 0.9598445595854922  MCC: 0.9220177431070252
SVM Sensitivity: 0.9243915069911963  Specificity: 0.995334370139969
Working for  2961  SVM features......
SVM Accuracy: 0.9593264248704664  MCC: 0.9210475213523205
SVM Sensitivity: 0.9233557742102537  Specificity: 0.995334370139969
Working for  2831  SVM features......
SVM Accuracy: 0.9603626943005181  MCC: 0.9231951746331436
SVM Sensitivity: 0.923873640600725  Specificity: 0.9968895800933126
Working for  2701  SVM features......
SVM Accuracy: 0.9603626943005181  MCC: 0.9235593548215583
SVM Sensitivity: 0.9212843086483687  Specificity: 0.9994815966822188
Working for  2571  SVM features......
SVM Accuracy: 0.9593264248704664  MCC: 0.9215562394456315
SVM Sensitivity: 0.9197307094769549  Specificity: 0.9989631933644375
Working for  2441  SVM features......
SVM Accuracy: 0.9590673575129534  MCC: 0.9209985288716869
SVM Sensitivity: 0.9197307094769549  Specificity: 0.9984447900466563
Working for  2311  SVM features......
SVM Accuracy: 0.9577720207253886  MCC: 0.9185142128240535
SVM Sensitivity: 0.9176592439150699  Specificity: 0.997926386728875
Working for  2181  SVM features......
SVM Accuracy: 0.9585492227979274  MCC: 0.9201122680253127
SVM Sensitivity: 0.9181771103055412  Specificity: 0.9989631933644375
Working for  2051  SVM features......
SVM Accuracy: 0.9598445595854922  MCC: 0.9226725500608646
SVM Sensitivity: 0.9197307094769549  Specificity: 1.0
Working for  1921  SVM features......
SVM Accuracy: 0.9629533678756477  MCC: 0.9283902083441778
SVM Sensitivity: 0.9264629725530813  Specificity: 0.9994815966822188
Working for  1791  SVM features......
SVM Accuracy: 0.9655440414507772  MCC: 0.9331771261806631
SVM Sensitivity: 0.9321595028482651  Specificity: 0.9989631933644375
Working for  1661  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9352542384500309
SVM Sensitivity: 0.9331952356292077  Specificity: 1.0
Working for  1531  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9362281354595472
SVM Sensitivity: 0.9342309684101502  Specificity: 1.0
Working for  1401  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9352542384500309
SVM Sensitivity: 0.9331952356292077  Specificity: 1.0
Working for  1271  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9352542384500309
SVM Sensitivity: 0.9331952356292077  Specificity: 1.0
Working for  1576  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331817913919299
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9979317476732161


.............BEST ACCURACY from ETC..............


Working for  1551  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331817913919299
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9979317476732161
Working for  1526  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320223956740572
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9963805584281282
Working for  1501  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.933731399264811
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9984488107549121


.............BEST ACCURACY from ETC..............


Working for  1476  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331817913919299
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9979317476732161
Working for  1451  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9337950838703193
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9989658738366081
Working for  1426  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9329984525758191
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9963805584281282
Working for  1401  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342180843307327
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9984488107549121


.............BEST ACCURACY from ETC..............


Working for  1376  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9332449330467891
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9984488107549121
Working for  1351  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  1326  RF features......
ETC Accuracy: 0.9663908996897621  MCC: 0.9347677271219306
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9989658738366081


.............BEST ACCURACY from ETC..............


Working for  1301  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9343455243789844
ETC Sensitivity: 0.9327817993795243  Specificity: 0.999482936918304
Working for  1276  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342180843307327
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9984488107549121
Working for  1251  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.933731399264811
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9984488107549121
Working for  1226  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342812961040315
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9989658738366081
Working for  1201  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342180843307327
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9984488107549121
Working for  1176  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  1151  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  1126  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.9315962136839996
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9968976215098242
Working for  1101  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9330585517559628
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9968976215098242
Working for  1076  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342180843307327
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9984488107549121
Working for  1051  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320834405492591
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9968976215098242
Working for  1026  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.9315346965835034
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9963805584281282
Working for  1001  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320223956740572
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9963805584281282
Working for  976  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  951  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9325103142219238
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9963805584281282
Working for  926  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320834405492591
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9968976215098242
Working for  901  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9321454984531271
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9974146845915202
Working for  876  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9326324719862065
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9974146845915202
Working for  851  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320834405492591
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9968976215098242
Working for  826  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9335464367932814
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9968976215098242
Working for  801  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9330585517559628
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9968976215098242
Working for  776  RF features......
ETC Accuracy: 0.9663908996897621  MCC: 0.9347049885906202
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9984488107549121
Working for  751  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320834405492591
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9968976215098242
Working for  726  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9330585517559628
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9968976215098242
Working for  701  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.932570886457345
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9968976215098242
Working for  676  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320223956740572
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9963805584281282
Working for  651  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.932450754690824
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9958634953464323
Working for  626  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  601  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9329984525758191
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9963805584281282
Working for  576  RF features......
ETC Accuracy: 0.9643226473629782  MCC: 0.9303786419026221
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9948293691830403
Working for  551  RF features......
ETC Accuracy: 0.9645811789038262  MCC: 0.9309862395921515
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9958634953464323
Working for  526  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.932334671435338
ETC Sensitivity: 0.9358841778697001  Specificity: 0.9948293691830403
Working for  501  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.931414698296723
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9953464322647363
Working for  476  RF features......
ETC Accuracy: 0.9635470527404343  MCC: 0.9287374556226612
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9932781799379524
Working for  451  RF features......
ETC Accuracy: 0.9640641158221303  MCC: 0.9296606790444659
ETC Sensitivity: 0.9353671147880042  Specificity: 0.9927611168562565
Working for  426  RF features......
ETC Accuracy: 0.9632885211995863  MCC: 0.9280794204800457
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9917269906928645
Working for  401  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9322781465828919
ETC Sensitivity: 0.9364012409513961  Specificity: 0.9943123061013444
Working for  376  RF features......
ETC Accuracy: 0.9625129265770423  MCC: 0.9263921684230237
ETC Sensitivity: 0.9353671147880042  Specificity: 0.9896587383660806
Working for  351  RF features......
ETC Accuracy: 0.9612202688728024  MCC: 0.9236270846922112
ETC Sensitivity: 0.9358841778697001  Specificity: 0.9865563598759048
Working for  326  RF features......
ETC Accuracy: 0.9599276111685625  MCC: 0.9208307666695107
ETC Sensitivity: 0.9369183040330921  Specificity: 0.9829369183040331
Working for  301  RF features......
ETC Accuracy: 0.9581178903826267  MCC: 0.9169440442373271
ETC Sensitivity: 0.93846949327818  Specificity: 0.9777662874870734
Working for  276  RF features......
ETC Accuracy: 0.9583764219234746  MCC: 0.9175982510352642
ETC Sensitivity: 0.9369183040330921  Specificity: 0.9798345398138573
Working for  251  RF features......
ETC Accuracy: 0.9550155118924509  MCC: 0.9106623153408123
ETC Sensitivity: 0.9364012409513961  Specificity: 0.9736297828335057
Working for  226  RF features......
ETC Accuracy: 0.9581178903826267  MCC: 0.9171012225770141
ETC Sensitivity: 0.9364012409513961  Specificity: 0.9798345398138573
Working for  201  RF features......
ETC Accuracy: 0.9583764219234746  MCC: 0.9177250979792256
ETC Sensitivity: 0.9353671147880042  Specificity: 0.9813857290589452
Working for  176  RF features......
ETC Accuracy: 0.9604446742502585  MCC: 0.9221981206030743
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9870734229576008
Working for  151  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9336687302884134
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9979317476732161
Working for  126  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9343455243789844
ETC Sensitivity: 0.9327817993795243  Specificity: 0.999482936918304
Working for  101  RF features......
ETC Accuracy: 0.9663908996897621  MCC: 0.9348962550742933
ETC Sensitivity: 0.9327817993795243  Specificity: 1.0


