Length X =  3868
Length Y1 =  1934
Length Y2 =  1934


Generating results for  3868  crossvalidations...
SVM Sensitivity: 0.9404145077720207  Specificity: 0.994300518134715
Working for  8941  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9361279870699547
SVM Sensitivity: 0.9398963730569948  Specificity: 0.9948186528497409
Working for  8811  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9350901511641122
SVM Sensitivity: 0.9393782383419689  Specificity: 0.994300518134715
Working for  8681  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9355824909045701
SVM Sensitivity: 0.9398963730569948  Specificity: 0.994300518134715
Working for  8551  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9350901511641122
SVM Sensitivity: 0.9393782383419689  Specificity: 0.994300518134715
Working for  8421  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9350901511641122
SVM Sensitivity: 0.9393782383419689  Specificity: 0.994300518134715
Working for  8291  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.936673767223291
SVM Sensitivity: 0.9398963730569948  Specificity: 0.9953367875647668
Working for  8161  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.936673767223291
SVM Sensitivity: 0.9398963730569948  Specificity: 0.9953367875647668
Working for  8031  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.936673767223291
SVM Sensitivity: 0.9398963730569948  Specificity: 0.9953367875647668
Working for  7901  SVM features......
SVM Accuracy: 0.9678756476683937  MCC: 0.9371658229757972
SVM Sensitivity: 0.9404145077720207  Specificity: 0.9953367875647668
Working for  7771  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9366202973282025
SVM Sensitivity: 0.9404145077720207  Specificity: 0.9948186528497409
Working for  7641  SVM features......
SVM Accuracy: 0.9678756476683937  MCC: 0.9371658229757972
SVM Sensitivity: 0.9404145077720207  Specificity: 0.9953367875647668
Working for  7511  SVM features......
SVM Accuracy: 0.9670984455958549  MCC: 0.9355300968925668
SVM Sensitivity: 0.9404145077720207  Specificity: 0.9937823834196892
Working for  7381  SVM features......
SVM Accuracy: 0.9686528497409327  MCC: 0.9387494985633981
SVM Sensitivity: 0.9409326424870467  Specificity: 0.9963730569948187


.............BEST ACCURACY from SVM..............


Working for  7251  SVM features......
SVM Accuracy: 0.9678756476683937  MCC: 0.9372198318530498
SVM Sensitivity: 0.9398963730569948  Specificity: 0.9958549222797928
Working for  7121  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9367837624004896
SVM Sensitivity: 0.938860103626943  Specificity: 0.9963730569948187
Working for  6991  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9367837624004896
SVM Sensitivity: 0.938860103626943  Specificity: 0.9963730569948187
Working for  6861  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9362369031887603
SVM Sensitivity: 0.938860103626943  Specificity: 0.9958549222797928
Working for  6731  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9367837624004896
SVM Sensitivity: 0.938860103626943  Specificity: 0.9963730569948187
Working for  6601  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9367837624004896
SVM Sensitivity: 0.938860103626943  Specificity: 0.9963730569948187
Working for  6471  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9367837624004896
SVM Sensitivity: 0.938860103626943  Specificity: 0.9963730569948187
Working for  6341  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9362369031887603
SVM Sensitivity: 0.938860103626943  Specificity: 0.9958549222797928
Working for  6211  SVM features......
SVM Accuracy: 0.9678756476683937  MCC: 0.9372748598441801
SVM Sensitivity: 0.9393782383419689  Specificity: 0.9963730569948187
Working for  6081  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.936181936136712
SVM Sensitivity: 0.9393782383419689  Specificity: 0.9953367875647668
Working for  5951  SVM features......
SVM Accuracy: 0.9676165803108808  MCC: 0.9367282554037091
SVM Sensitivity: 0.9393782383419689  Specificity: 0.9958549222797928
Working for  5821  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.9361279870699547
SVM Sensitivity: 0.9398963730569948  Specificity: 0.9948186528497409
Working for  5691  SVM features......
SVM Accuracy: 0.9673575129533679  MCC: 0.936181936136712
SVM Sensitivity: 0.9393782383419689  Specificity: 0.9953367875647668
Working for  5561  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9351440404203741
SVM Sensitivity: 0.938860103626943  Specificity: 0.9948186528497409
Working for  5431  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.934598035883184
SVM Sensitivity: 0.938860103626943  Specificity: 0.994300518134715
Working for  5301  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9336144772694032
SVM Sensitivity: 0.9378238341968912  Specificity: 0.994300518134715
Working for  5171  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9341061447040363
SVM Sensitivity: 0.9383419689119171  Specificity: 0.994300518134715
Working for  5041  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9335068780573055
SVM Sensitivity: 0.938860103626943  Specificity: 0.9932642487046632
Working for  4911  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9351989465333403
SVM Sensitivity: 0.9383419689119171  Specificity: 0.9953367875647668
Working for  4781  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9352548700382001
SVM Sensitivity: 0.9378238341968912  Specificity: 0.9958549222797928
Working for  4651  SVM features......
SVM Accuracy: 0.966580310880829  MCC: 0.9347077873037573
SVM Sensitivity: 0.9378238341968912  Specificity: 0.9953367875647668
Working for  4521  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9342737295584996
SVM Sensitivity: 0.9367875647668393  Specificity: 0.9958549222797928
Working for  4391  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9342737295584996
SVM Sensitivity: 0.9367875647668393  Specificity: 0.9958549222797928
Working for  4261  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9342168513145173
SVM Sensitivity: 0.9373056994818653  Specificity: 0.9953367875647668
Working for  4131  SVM features......
SVM Accuracy: 0.966839378238342  MCC: 0.9353697714148159
SVM Sensitivity: 0.9367875647668393  Specificity: 0.9968911917098445
Working for  4001  SVM features......
SVM Accuracy: 0.9658031088082901  MCC: 0.9334121924321537
SVM Sensitivity: 0.9347150259067357  Specificity: 0.9968911917098445
Working for  3871  SVM features......
SVM Accuracy: 0.9655440414507772  MCC: 0.9329847092935147
SVM Sensitivity: 0.933678756476684  Specificity: 0.9974093264248705
Working for  3741  SVM features......
SVM Accuracy: 0.9658031088082901  MCC: 0.9334730758310171
SVM Sensitivity: 0.9341968911917099  Specificity: 0.9974093264248705
Working for  3611  SVM features......
SVM Accuracy: 0.9655440414507772  MCC: 0.9329847092935147
SVM Sensitivity: 0.933678756476684  Specificity: 0.9974093264248705
Working for  3481  SVM features......
SVM Accuracy: 0.9658031088082901  MCC: 0.9335349777793445
SVM Sensitivity: 0.933678756476684  Specificity: 0.9979274611398964
Working for  3351  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9340855357651738
SVM Sensitivity: 0.933678756476684  Specificity: 0.9984455958549223
Working for  3221  SVM features......
SVM Accuracy: 0.961139896373057  MCC: 0.9243791467271378
SVM Sensitivity: 0.927461139896373  Specificity: 0.9948186528497409
Working for  3091  SVM features......
SVM Accuracy: 0.9580310880829016  MCC: 0.9185517478813979
SVM Sensitivity: 0.9212435233160622  Specificity: 0.9948186528497409
Working for  2961  SVM features......
SVM Accuracy: 0.960621761658031  MCC: 0.9236768698350614
SVM Sensitivity: 0.9243523316062177  Specificity: 0.9968911917098445
Working for  2831  SVM features......
SVM Accuracy: 0.9598445595854922  MCC: 0.9221533274097028
SVM Sensitivity: 0.9233160621761658  Specificity: 0.9963730569948187
Working for  2701  SVM features......
SVM Accuracy: 0.9598445595854922  MCC: 0.9224421789615384
SVM Sensitivity: 0.9212435233160622  Specificity: 0.9984455958549223
Working for  2571  SVM features......
SVM Accuracy: 0.9585492227979274  MCC: 0.9198068613649585
SVM Sensitivity: 0.9202072538860103  Specificity: 0.9968911917098445
Working for  2441  SVM features......
SVM Accuracy: 0.9582901554404145  MCC: 0.9194740653071148
SVM Sensitivity: 0.9186528497409326  Specificity: 0.9979274611398964
Working for  2311  SVM features......
SVM Accuracy: 0.9564766839378238  MCC: 0.9159503739198767
SVM Sensitivity: 0.9160621761658031  Specificity: 0.9968911917098445
Working for  2181  SVM features......
SVM Accuracy: 0.9585492227979274  MCC: 0.9201871419004606
SVM Sensitivity: 0.9176165803108808  Specificity: 0.9994818652849741
Working for  2051  SVM features......
SVM Accuracy: 0.9598445595854922  MCC: 0.922669466734499
SVM Sensitivity: 0.9196891191709845  Specificity: 1.0
Working for  1921  SVM features......
SVM Accuracy: 0.96139896373057  MCC: 0.9254863113903996
SVM Sensitivity: 0.9233160621761658  Specificity: 0.9994818652849741
Working for  1791  SVM features......
SVM Accuracy: 0.9655440414507772  MCC: 0.9331748968064886
SVM Sensitivity: 0.9321243523316062  Specificity: 0.9989637305699481
Working for  1661  SVM features......
SVM Accuracy: 0.9660621761658031  MCC: 0.9342134887895787
SVM Sensitivity: 0.9326424870466321  Specificity: 0.9994818652849741
Working for  1531  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9347654292746337
SVM Sensitivity: 0.9326424870466321  Specificity: 1.0
Working for  1401  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9347654292746337
SVM Sensitivity: 0.9326424870466321  Specificity: 1.0
Working for  1271  SVM features......
SVM Accuracy: 0.966321243523316  MCC: 0.9347654292746337
SVM Sensitivity: 0.9326424870466321  Specificity: 1.0
Working for  1577  RF features......
ETC Accuracy: 0.9663908996897621  MCC: 0.9348962550742933
ETC Sensitivity: 0.9327817993795243  Specificity: 1.0


.............BEST ACCURACY from ETC..............


Working for  1552  RF features......
ETC Accuracy: 0.9663908996897621  MCC: 0.9347049885906202
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9984488107549121
Working for  1527  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.933731399264811
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9984488107549121
Working for  1502  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9326950714076913
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9979317476732161
Working for  1477  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9332449330467891
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9984488107549121
Working for  1452  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9321454984531271
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9974146845915202
Working for  1427  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.933731399264811
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9984488107549121
Working for  1402  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9343455243789844
ETC Sensitivity: 0.9327817993795243  Specificity: 0.999482936918304
Working for  1377  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9337950838703193
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9989658738366081
Working for  1352  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342180843307327
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9984488107549121
Working for  1327  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.9315962136839996
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9968976215098242
Working for  1302  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9337950838703193
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9989658738366081
Working for  1277  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9326324719862065
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9974146845915202
Working for  1252  RF features......
ETC Accuracy: 0.9645811789038262  MCC: 0.9309862395921515
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9958634953464323
Working for  1227  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9321454984531271
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9974146845915202
Working for  1202  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9332449330467891
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9984488107549121
Working for  1177  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342812961040315
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9989658738366081
Working for  1152  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320223956740572
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9963805584281282
Working for  1127  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.933731399264811
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9984488107549121
Working for  1102  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.933731399264811
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9984488107549121
Working for  1077  RF features......
ETC Accuracy: 0.9638055842812823  MCC: 0.9294019465078507
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9948293691830403
Working for  1052  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  1027  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.9315962136839996
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9968976215098242
Working for  1002  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9335464367932814
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9968976215098242
Working for  977  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9336687302884134
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9979317476732161
Working for  952  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320834405492591
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9968976215098242
Working for  927  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  902  RF features......
ETC Accuracy: 0.9663908996897621  MCC: 0.9347049885906202
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9984488107549121
Working for  877  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.933731399264811
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9984488107549121
Working for  852  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  827  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9326950714076913
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9979317476732161
Working for  802  RF features......
ETC Accuracy: 0.9671664943123061  MCC: 0.9362283363382496
ETC Sensitivity: 0.9353671147880042  Specificity: 0.9989658738366081


.............BEST ACCURACY from ETC..............


Working for  777  RF features......
ETC Accuracy: 0.9643226473629782  MCC: 0.9304380690792083
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9953464322647363
Working for  752  RF features......
ETC Accuracy: 0.9643226473629782  MCC: 0.9304985067096619
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9958634953464323
Working for  727  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9342812961040315
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9989658738366081
Working for  702  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9341558884437543
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9979317476732161
Working for  677  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9326324719862065
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9974146845915202
Working for  652  RF features......
ETC Accuracy: 0.9638055842812823  MCC: 0.9292842332606915
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9937952430196484
Working for  627  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9331196644965066
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9974146845915202
Working for  602  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.9313562159435471
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9948293691830403
Working for  577  RF features......
ETC Accuracy: 0.9656153050672182  MCC: 0.9329984525758191
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9963805584281282
Working for  552  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.9315346965835034
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9963805584281282
Working for  527  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320223956740572
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9963805584281282
Working for  502  RF features......
ETC Accuracy: 0.9643226473629782  MCC: 0.9304380690792083
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9953464322647363
Working for  477  RF features......
ETC Accuracy: 0.9663908996897621  MCC: 0.9346432662050279
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9979317476732161
Working for  452  RF features......
ETC Accuracy: 0.9666494312306101  MCC: 0.935192112391002
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9984488107549121
Working for  427  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9319623632337027
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9958634953464323
Working for  402  RF features......
ETC Accuracy: 0.9650982419855222  MCC: 0.9320834405492591
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9968976215098242
Working for  377  RF features......
ETC Accuracy: 0.9648397104446742  MCC: 0.931414698296723
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9953464322647363
Working for  352  RF features......
ETC Accuracy: 0.9653567735263702  MCC: 0.9325103142219238
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9963805584281282
Working for  327  RF features......
ETC Accuracy: 0.9627714581178903  MCC: 0.9271550343718084
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9922440537745605
Working for  302  RF features......
ETC Accuracy: 0.9622543950361944  MCC: 0.9258483986722446
ETC Sensitivity: 0.9353671147880042  Specificity: 0.9891416752843847
Working for  277  RF features......
ETC Accuracy: 0.9576008273009308  MCC: 0.9161505409887692
ETC Sensitivity: 0.9348500517063082  Specificity: 0.9803516028955532
Working for  252  RF features......
ETC Accuracy: 0.9581178903826267  MCC: 0.9172742121421221
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9819027921406411
Working for  227  RF features......
ETC Accuracy: 0.9560496380558429  MCC: 0.9129608107369372
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9777662874870734
Working for  202  RF features......
ETC Accuracy: 0.9557911065149949  MCC: 0.9125059560181991
ETC Sensitivity: 0.9332988624612203  Specificity: 0.9782833505687694
Working for  177  RF features......
ETC Accuracy: 0.9583764219234746  MCC: 0.9178608529654435
ETC Sensitivity: 0.9338159255429163  Specificity: 0.9829369183040331
Working for  152  RF features......
ETC Accuracy: 0.9640641158221303  MCC: 0.9297734148592732
ETC Sensitivity: 0.9343329886246122  Specificity: 0.9937952430196484
Working for  127  RF features......
ETC Accuracy: 0.9658738366080661  MCC: 0.9337950838703193
ETC Sensitivity: 0.9327817993795243  Specificity: 0.9989658738366081
Working for  102  RF features......
ETC Accuracy: 0.9661323681489141  MCC: 0.9343455243789844
ETC Sensitivity: 0.9327817993795243  Specificity: 0.999482936918304


